InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536006,S0012,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-03 04:50:00,12.02,16660,United Kingdom
536006,S0013,SCENTED CANDLE SET,11,2010-12-03 04:50:00,15.02,16660,United Kingdom
536006,S0015,LANTERN CREAM,7,2010-12-03 04:50:00,5.02,16660,United Kingdom
536006,S0018,PAPER PLATES STARS,12,2010-12-03 04:50:00,15.1,16660,United Kingdom
536007,S0001,CERAMIC TEA CUP,5,2010-12-02 23:30:00,8.57,14351,United Kingdom
536007,S0000,VINTAGE TEA SET,2,2010-12-02 23:30:00,14.2,14351,United Kingdom
536007,S0002,TEA TIME NAPKINS,5,2010-12-02 23:30:00,15.62,14351,United Kingdom
536008,S0016,PARTY BUNTING,2,2010-12-01 17:25:00,10.52,12626,France
536008,S0019,BALLOONS PASTEL,6,2010-12-01 17:25:00,11.81,12626,France
536008,S0011,RIBBON REEL HEARTS,9,2010-12-01 17:25:00,16.77,12626,France
536008,S0010,PINK GIFT BAG,3,2010-12-01 17:25:00,7.43,12626,France
536008,S0018,PAPER PLATES STARS,9,2010-12-01 17:25:00,15.1,12626,France
536009,S0004,REGENCY CAKESTAND 3 TIER,2,2010-12-03 06:02:00,2.78,14808,United Kingdom
536009,S0007,PAPER BUNTING,8,2010-12-03 06:02:00,14.41,14808,United Kingdom
536009,S0005,CAKE TINS PANTRY DESIGN,2,2010-12-03 06:02:00,17.59,14808,United Kingdom
536010,S0007,PAPER BUNTING,10,2010-12-03 08:29:00,14.41,12672,United Kingdom
536010,S0015,LANTERN CREAM,3,2010-12-03 08:29:00,5.02,12672,United Kingdom
536010,S0014,WOODEN PICTURE FRAME,4,2010-12-03 08:29:00,8.65,12672,United Kingdom
536010,S0012,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-12-03 08:29:00,12.02,12672,United Kingdom
536010,S0013,SCENTED CANDLE SET,12,2010-12-03 08:29:00,15.02,12672,United Kingdom
536011,S0012,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-02 21:26:00,12.02,17087,United Kingdom
536011,S0013,SCENTED CANDLE SET,6,2010-12-02 21:26:00,15.02,17087,United Kingdom
536011,S0015,LANTERN CREAM,9,2010-12-02 21:26:00,5.02,17087,United Kingdom
536012,S0001,CERAMIC TEA CUP,4,2010-12-01 19:35:00,8.57,17825,United Kingdom
536012,S0010,PINK GIFT BAG,7,2010-12-01 19:35:00,7.43,17825,United Kingdom
536012,S0008,JUMBO BAG RED RETROSPOT,4,2010-12-01 19:35:00,3.35,17825,United Kingdom
536012,S0003,GLASS SUGAR BOWL,2,2010-12-01 19:35:00,12.92,17825,United Kingdom
536012,S0009,RED RETROSPOT GIFT WRAP,8,2010-12-01 19:35:00,8.77,17825,United Kingdom
536012,S0002,TEA TIME NAPKINS,9,2010-12-01 19:35:00,15.62,17825,United Kingdom
536013,S0006,BAKING SET SPACEBOY,1,2010-12-02 03:02:00,13.99,13536,United Kingdom
536013,S0007,PAPER BUNTING,2,2010-12-02 03:02:00,14.41,13536,United Kingdom
536013,S0005,CAKE TINS PANTRY DESIGN,7,2010-12-02 03:02:00,17.59,13536,United Kingdom
536014,S0006,BAKING SET SPACEBOY,12,2010-12-03 11:28:00,13.99,15347,United Kingdom
536014,S0004,REGENCY CAKESTAND 3 TIER,12,2010-12-03 11:28:00,2.78,15347,United Kingdom
536014,S0007,PAPER BUNTING,3,2010-12-03 11:28:00,14.41,15347,United Kingdom
536014,S0005,CAKE TINS PANTRY DESIGN,2,2010-12-03 11:28:00,17.59,15347,United Kingdom
536015,S0006,BAKING SET SPACEBOY,7,2010-12-03 20:39:00,13.99,12753,France
536015,S0004,REGENCY CAKESTAND 3 TIER,6,2010-12-03 20:39:00,2.78,12753,France
536015,S0005,CAKE TINS PANTRY DESIGN,4,2010-12-03 20:39:00,17.59,12753,France
536016,S0007,PAPER BUNTING,9,2010-12-02 05:23:00,14.41,17402,United Kingdom
536016,S0005,CAKE TINS PANTRY DESIGN,3,2010-12-02 05:23:00,17.59,17402,United Kingdom
536016,S0004,REGENCY CAKESTAND 3 TIER,5,2010-12-02 05:23:00,2.78,17402,United Kingdom
536016,S0014,WOODEN PICTURE FRAME,8,2010-12-02 05:23:00,8.65,17402,United Kingdom
536016,S0012,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-12-02 05:23:00,12.02,17402,United Kingdom
536016,S0013,SCENTED CANDLE SET,11,2010-12-02 05:23:00,15.02,17402,United Kingdom
536017,S0006,BAKING SET SPACEBOY,1,2010-12-04 13:13:00,13.99,18073,United Kingdom
536017,S0007,PAPER BUNTING,3,2010-12-04 13:13:00,14.41,18073,United Kingdom
536018,S0006,BAKING SET SPACEBOY,6,2010-12-04 12:09:00,13.99,16512,United Kingdom
536018,S0007,PAPER BUNTING,3,2010-12-04 12:09:00,14.41,16512,United Kingdom
536019,S0016,PARTY BUNTING,7,2010-12-03 12:35:00,10.52,16308,Netherlands
536019,S0001,CERAMIC TEA CUP,4,2010-12-03 12:35:00,8.57,16308,Netherlands
536019,S0019,BALLOONS PASTEL,12,2010-12-03 12:35:00,11.81,16308,Netherlands
536019,S0003,GLASS SUGAR BOWL,12,2010-12-03 12:35:00,12.92,16308,Netherlands
536019,S0017,PAPER CUPS STARS,6,2010-12-03 12:35:00,2.27,16308,Netherlands
536019,S0018,PAPER PLATES STARS,1,2010-12-03 12:35:00,15.1,16308,Netherlands
536020,S0001,CERAMIC TEA CUP,12,2010-12-03 08:48:00,8.57,13179,United Kingdom
536020,S0000,VINTAGE TEA SET,9,2010-12-03 08:48:00,14.2,13179,United Kingdom
536020,S0002,TEA TIME NAPKINS,10,2010-12-03 08:48:00,15.62,13179,United Kingdom
536021,S0012,WHITE HANGING HEART T-LIGHT HOLDER,10,2010-12-03 13:01:00,12.02,13512,United Kingdom
536021,S0013,SCENTED CANDLE SET,8,2010-12-03 13:01:00,15.02,13512,United Kingdom
536021,S0015,LANTERN CREAM,12,2010-12-03 13:01:00,5.02,13512,United Kingdom
536021,S0014,WOODEN PICTURE FRAME,11,2010-12-03 13:01:00,8.65,13512,United Kingdom
536022,S0004,REGENCY CAKESTAND 3 TIER,3,2010-12-04 01:56:00,2.78,15451,United Kingdom
536022,S0007,PAPER BUNTING,4,2010-12-04 01:56:00,14.41,15451,United Kingdom
536022,S0005,CAKE TINS PANTRY DESIGN,3,2010-12-04 01:56:00,17.59,15451,United Kingdom
536023,S0016,PARTY BUNTING,2,2010-12-04 19:19:00,10.52,17986,United Kingdom
536023,S0022,SET OF 3 SNACK BOXES,4,2010-12-04 19:19:00,17.51,17986,United Kingdom
536023,S0007,PAPER BUNTING,7,2010-12-04 19:19:00,14.41,17986,United Kingdom
536023,S0020,LUNCH BAG RED RETROSPOT,2,2010-12-04 19:19:00,13.94,17986,United Kingdom
536023,S0023,WATER BOTTLE RETROSPOT,6,2010-12-04 19:19:00,16.2,17986,United Kingdom
536023,S0018,PAPER PLATES STARS,2,2010-12-04 19:19:00,15.1,17986,United Kingdom
536024,S0016,PARTY BUNTING,5,2010-12-02 17:12:00,10.52,17220,United Kingdom
536024,S0019,BALLOONS PASTEL,10,2010-12-02 17:12:00,11.81,17220,United Kingdom
536025,S0006,BAKING SET SPACEBOY,7,2010-12-03 02:28:00,13.99,16176,United Kingdom
536025,S0004,REGENCY CAKESTAND 3 TIER,12,2010-12-03 02:28:00,2.78,16176,United Kingdom
536025,S0007,PAPER BUNTING,5,2010-12-03 02:28:00,14.41,16176,United Kingdom
536025,S0005,CAKE TINS PANTRY DESIGN,4,2010-12-03 02:28:00,17.59,16176,United Kingdom
536026,S0001,CERAMIC TEA CUP,11,2010-12-02 20:17:00,8.57,17441,United Kingdom
536026,S0003,GLASS SUGAR BOWL,10,2010-12-02 20:17:00,12.92,17441,United Kingdom
536026,S0000,VINTAGE TEA SET,11,2010-12-02 20:17:00,14.2,17441,United Kingdom
536026,S0002,TEA TIME NAPKINS,3,2010-12-02 20:17:00,15.62,17441,United Kingdom
536027,S0019,BALLOONS PASTEL,4,2010-12-03 22:31:00,11.81,13623,United Kingdom
536027,S0015,LANTERN CREAM,1,2010-12-03 22:31:00,5.02,13623,United Kingdom
536027,S0014,WOODEN PICTURE FRAME,2,2010-12-03 22:31:00,8.65,13623,United Kingdom
536027,S0012,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-03 22:31:00,12.02,13623,United Kingdom
536027,S0013,SCENTED CANDLE SET,6,2010-12-03 22:31:00,15.02,13623,United Kingdom
536027,S0017,PAPER CUPS STARS,2,2010-12-03 22:31:00,2.27,13623,United Kingdom
536027,S0018,PAPER PLATES STARS,6,2010-12-03 22:31:00,15.1,13623,United Kingdom
536028,S0010,PINK GIFT BAG,12,2010-12-03 19:06:00,7.43,17152,United Kingdom
536028,S0011,RIBBON REEL HEARTS,9,2010-12-03 19:06:00,16.77,17152,United Kingdom
536028,S0009,RED RETROSPOT GIFT WRAP,11,2010-12-03 19:06:00,8.77,17152,United Kingdom
536029,S0017,PAPER CUPS STARS,7,2010-12-05 00:49:00,2.27,15594,United Kingdom
536029,S0018,PAPER PLATES STARS,10,2010-12-05 00:49:00,15.1,15594,United Kingdom
536030,S0012,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-12-04 05:41:00,12.02,17594,United Kingdom
536030,S0014,WOODEN PICTURE FRAME,8,2010-12-04 05:41:00,8.65,17594,United Kingdom
536031,S0012,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-03 11:14:00,12.02,17205,United Kingdom
536031,S0013,SCENTED CANDLE SET,10,2010-12-03 11:14:00,15.02,17205,United Kingdom
536031,S0015,LANTERN CREAM,12,2010-12-03 11:14:00,5.02,17205,United Kingdom
536031,S0014,WOODEN PICTURE FRAME,10,2010-12-03 11:14:00,8.65,17205,United Kingdom
536032,S0006,BAKING SET SPACEBOY,10,2010-12-04 13:00:00,13.99,16730,United Kingdom
536032,S0000,VINTAGE TEA SET,12,2010-12-04 13:00:00,14.2,16730,United Kingdom
536032,S0004,REGENCY CAKESTAND 3 TIER,10,2010-12-04 13:00:00,2.78,16730,United Kingdom
536032,S0003,GLASS SUGAR BOWL,7,2010-12-04 13:00:00,12.92,16730,United Kingdom
536032,S0002,TEA TIME NAPKINS,6,2010-12-04 13:00:00,15.62,16730,United Kingdom
536033,S0001,CERAMIC TEA CUP,3,2010-12-04 23:58:00,8.57,14720,United Kingdom
536033,S0003,GLASS SUGAR BOWL,9,2010-12-04 23:58:00,12.92,14720,United Kingdom
536033,S0000,VINTAGE TEA SET,9,2010-12-04 23:58:00,14.2,14720,United Kingdom
536033,S0002,TEA TIME NAPKINS,5,2010-12-04 23:58:00,15.62,14720,United Kingdom
536034,S0023,WATER BOTTLE RETROSPOT,5,2010-12-03 14:42:00,16.2,16793,United Kingdom
536034,S0020,LUNCH BAG RED RETROSPOT,2,2010-12-03 14:42:00,13.94,16793,United Kingdom
536034,S0017,PAPER CUPS STARS,9,2010-12-03 14:42:00,2.27,16793,United Kingdom
536034,S0018,PAPER PLATES STARS,3,2010-12-03 14:42:00,15.1,16793,United Kingdom
536035,S0006,BAKING SET SPACEBOY,2,2010-12-05 10:26:00,13.99,12797,United Kingdom
536035,S0022,SET OF 3 SNACK BOXES,6,2010-12-05 10:26:00,17.51,12797,United Kingdom
536035,S0010,PINK GIFT BAG,8,2010-12-05 10:26:00,7.43,12797,United Kingdom
536035,S0008,JUMBO BAG RED RETROSPOT,1,2010-12-05 10:26:00,3.35,12797,United Kingdom
536035,S0023,WATER BOTTLE RETROSPOT,9,2010-12-05 10:26:00,16.2,12797,United Kingdom
536035,S0009,RED RETROSPOT GIFT WRAP,7,2010-12-05 10:26:00,8.77,12797,United Kingdom
536036,S0001,CERAMIC TEA CUP,10,2010-12-04 11:32:00,8.57,16798,France
536036,S0003,GLASS SUGAR BOWL,7,2010-12-04 11:32:00,12.92,16798,France
536036,S0000,VINTAGE TEA SET,2,2010-12-04 11:32:00,14.2,16798,France
536036,S0002,TEA TIME NAPKINS,5,2010-12-04 11:32:00,15.62,16798,France
536037,S0016,PARTY BUNTING,11,2010-12-04 01:20:00,10.52,13565,United Kingdom
536037,S0022,SET OF 3 SNACK BOXES,10,2010-12-04 01:20:00,17.51,13565,United Kingdom
536037,S0020,LUNCH BAG RED RETROSPOT,10,2010-12-04 01:20:00,13.94,13565,United Kingdom
536037,S0017,PAPER CUPS STARS,3,2010-12-04 01:20:00,2.27,13565,United Kingdom
536037,S0021,LUNCH BOX SPACEBOY,1,2010-12-04 01:20:00,7.16,13565,United Kingdom
536037,S0023,WATER BOTTLE RETROSPOT,11,2010-12-04 01:20:00,16.2,13565,United Kingdom
536037,S0018,PAPER PLATES STARS,4,2010-12-04 01:20:00,15.1,13565,United Kingdom
536038,S0012,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-05 22:58:00,12.02,17209,United Kingdom
536038,S0015,LANTERN CREAM,11,2010-12-05 22:58:00,5.02,17209,United Kingdom
536039,S0016,PARTY BUNTING,2,2010-12-04 16:32:00,10.52,12260,United Kingdom
536039,S0019,BALLOONS PASTEL,2,2010-12-04 16:32:00,11.81,12260,United Kingdom
536039,S0017,PAPER CUPS STARS,9,2010-12-04 16:32:00,2.27,12260,United Kingdom
536039,S0018,PAPER PLATES STARS,7,2010-12-04 16:32:00,15.1,12260,United Kingdom
536040,S0011,RIBBON REEL HEARTS,1,2010-12-05 12:17:00,16.77,15975,United Kingdom
536040,S0015,LANTERN CREAM,8,2010-12-05 12:17:00,5.02,15975,United Kingdom
536040,S0014,WOODEN PICTURE FRAME,1,2010-12-05 12:17:00,8.65,15975,United Kingdom
536040,S0012,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-05 12:17:00,12.02,15975,United Kingdom
536040,S0008,JUMBO BAG RED RETROSPOT,3,2010-12-05 12:17:00,3.35,15975,United Kingdom
536040,S0013,SCENTED CANDLE SET,11,2010-12-05 12:17:00,15.02,15975,United Kingdom
536041,S0009,RED RETROSPOT GIFT WRAP,10,2010-12-04 03:55:00,8.77,15529,United Kingdom
536041,S0008,JUMBO BAG RED RETROSPOT,4,2010-12-04 03:55:00,3.35,15529,United Kingdom
536042,S0012,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-05 02:45:00,12.02,16548,United Kingdom
536042,S0015,LANTERN CREAM,12,2010-12-05 02:45:00,5.02,16548,United Kingdom
536042,S0014,WOODEN PICTURE FRAME,2,2010-12-05 02:45:00,8.65,16548,United Kingdom
536043,S0001,CERAMIC TEA CUP,6,2010-12-04 04:07:00,8.57,15995,United Kingdom
536043,S0003,GLASS SUGAR BOWL,10,2010-12-04 04:07:00,12.92,15995,United Kingdom
536043,S0000,VINTAGE TEA SET,8,2010-12-04 04:07:00,14.2,15995,United Kingdom
536043,S0002,TEA TIME NAPKINS,5,2010-12-04 04:07:00,15.62,15995,United Kingdom
536044,S0013,SCENTED CANDLE SET,4,2010-12-05 09:45:00,15.02,14060,United Kingdom
536044,S0015,LANTERN CREAM,6,2010-12-05 09:45:00,5.02,14060,United Kingdom
536045,S0000,VINTAGE TEA SET,8,2010-12-05 09:11:00,14.2,15816,United Kingdom
536045,S0002,TEA TIME NAPKINS,8,2010-12-05 09:11:00,15.62,15816,United Kingdom
536046,S0006,BAKING SET SPACEBOY,9,2010-12-04 08:31:00,13.99,17986,United Kingdom
536046,S0005,CAKE TINS PANTRY DESIGN,7,2010-12-04 08:31:00,17.59,17986,United Kingdom
536046,S0011,RIBBON REEL HEARTS,4,2010-12-04 08:31:00,16.77,17986,United Kingdom
536046,S0010,PINK GIFT BAG,10,2010-12-04 08:31:00,7.43,17986,United Kingdom
536046,S0008,JUMBO BAG RED RETROSPOT,3,2010-12-04 08:31:00,3.35,17986,United Kingdom
536047,S0006,BAKING SET SPACEBOY,11,2010-12-05 22:15:00,13.99,14040,United Kingdom
536047,S0007,PAPER BUNTING,1,2010-12-05 22:15:00,14.41,14040,United Kingdom
536047,S0005,CAKE TINS PANTRY DESIGN,6,2010-12-05 22:15:00,17.59,14040,United Kingdom
536047,S0011,RIBBON REEL HEARTS,10,2010-12-05 22:15:00,16.77,14040,United Kingdom
536047,S0004,REGENCY CAKESTAND 3 TIER,9,2010-12-05 22:15:00,2.78,14040,United Kingdom
536047,S0008,JUMBO BAG RED RETROSPOT,11,2010-12-05 22:15:00,3.35,14040,United Kingdom
536048,S0016,PARTY BUNTING,12,2010-12-04 11:10:00,10.52,12497,Netherlands
536048,S0018,PAPER PLATES STARS,6,2010-12-04 11:10:00,15.1,12497,Netherlands
536049,S0016,PARTY BUNTING,6,2010-12-05 22:04:00,10.52,13358,United Kingdom
536049,S0019,BALLOONS PASTEL,2,2010-12-05 22:04:00,11.81,13358,United Kingdom
536049,S0015,LANTERN CREAM,9,2010-12-05 22:04:00,5.02,13358,United Kingdom
536049,S0017,PAPER CUPS STARS,2,2010-12-05 22:04:00,2.27,13358,United Kingdom
536049,S0018,PAPER PLATES STARS,6,2010-12-05 22:04:00,15.1,13358,United Kingdom
536050,S0019,BALLOONS PASTEL,6,2010-12-06 04:29:00,11.81,15118,United Kingdom
536050,S0020,LUNCH BAG RED RETROSPOT,12,2010-12-06 04:29:00,13.94,15118,United Kingdom
536050,S0021,LUNCH BOX SPACEBOY,2,2010-12-06 04:29:00,7.16,15118,United Kingdom
536050,S0023,WATER BOTTLE RETROSPOT,4,2010-12-06 04:29:00,16.2,15118,United Kingdom
536050,S0018,PAPER PLATES STARS,3,2010-12-06 04:29:00,15.1,15118,United Kingdom
536051,S0016,PARTY BUNTING,8,2010-12-04 13:47:00,10.52,17551,Germany
536051,S0001,CERAMIC TEA CUP,7,2010-12-04 13:47:00,8.57,17551,Germany
536051,S0017,PAPER CUPS STARS,8,2010-12-04 13:47:00,2.27,17551,Germany
536051,S0003,GLASS SUGAR BOWL,5,2010-12-04 13:47:00,12.92,17551,Germany
536051,S0002,TEA TIME NAPKINS,9,2010-12-04 13:47:00,15.62,17551,Germany
536052,S0000,VINTAGE TEA SET,2,2010-12-05 12:11:00,14.2,17912,United Kingdom
536052,S0001,CERAMIC TEA CUP,11,2010-12-05 12:11:00,8.57,17912,United Kingdom
536052,S0015,LANTERN CREAM,5,2010-12-05 12:11:00,5.02,17912,United Kingdom
536052,S0014,WOODEN PICTURE FRAME,5,2010-12-05 12:11:00,8.65,17912,United Kingdom
536052,S0013,SCENTED CANDLE SET,7,2010-12-05 12:11:00,15.02,17912,United Kingdom
536052,S0003,GLASS SUGAR BOWL,6,2010-12-05 12:11:00,12.92,17912,United Kingdom
536052,S0002,TEA TIME NAPKINS,11,2010-12-05 12:11:00,15.62,17912,United Kingdom
536053,S0013,SCENTED CANDLE SET,4,2010-12-05 11:24:00,15.02,13153,United Kingdom
536053,S0015,LANTERN CREAM,3,2010-12-05 11:24:00,5.02,13153,United Kingdom
536054,S0015,LANTERN CREAM,8,2010-12-05 06:10:00,5.02,15417,United Kingdom
536054,S0014,WOODEN PICTURE FRAME,9,2010-12-05 06:10:00,8.65,15417,United Kingdom
536054,S0012,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-12-05 06:10:00,12.02,15417,United Kingdom
536054,S0013,SCENTED CANDLE SET,10,2010-12-05 06:10:00,15.02,15417,United Kingdom
536054,S0009,RED RETROSPOT GIFT WRAP,8,2010-12-05 06:10:00,8.77,15417,United Kingdom
536055,S0023,WATER BOTTLE RETROSPOT,7,2010-12-05 18:43:00,16.2,17634,United Kingdom
536055,S0020,LUNCH BAG RED RETROSPOT,9,2010-12-05 18:43:00,13.94,17634,United Kingdom
536055,S0022,SET OF 3 SNACK BOXES,10,2010-12-05 18:43:00,17.51,17634,United Kingdom
536055,S0021,LUNCH BOX SPACEBOY,6,2010-12-05 18:43:00,7.16,17634,United Kingdom
536056,S0023,WATER BOTTLE RETROSPOT,5,2010-12-05 09:57:00,16.2,16140,United Kingdom
536056,S0020,LUNCH BAG RED RETROSPOT,1,2010-12-05 09:57:00,13.94,16140,United Kingdom
536056,S0022,SET OF 3 SNACK BOXES,2,2010-12-05 09:57:00,17.51,16140,United Kingdom
536057,S0012,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-12-05 08:45:00,12.02,14675,United Kingdom
536057,S0013,SCENTED CANDLE SET,2,2010-12-05 08:45:00,15.02,14675,United Kingdom
536057,S0015,LANTERN CREAM,3,2010-12-05 08:45:00,5.02,14675,United Kingdom
536057,S0014,WOODEN PICTURE FRAME,7,2010-12-05 08:45:00,8.65,14675,United Kingdom
536058,S0006,BAKING SET SPACEBOY,5,2010-12-04 20:19:00,13.99,17625,United Kingdom
536058,S0022,SET OF 3 SNACK BOXES,10,2010-12-04 20:19:00,17.51,17625,United Kingdom
536058,S0007,PAPER BUNTING,5,2010-12-04 20:19:00,14.41,17625,United Kingdom
536058,S0004,REGENCY CAKESTAND 3 TIER,1,2010-12-04 20:19:00,2.78,17625,United Kingdom
536058,S0020,LUNCH BAG RED RETROSPOT,11,2010-12-04 20:19:00,13.94,17625,United Kingdom
536058,S0021,LUNCH BOX SPACEBOY,3,2010-12-04 20:19:00,7.16,17625,United Kingdom
536058,S0023,WATER BOTTLE RETROSPOT,2,2010-12-04 20:19:00,16.2,17625,United Kingdom
536059,S0011,RIBBON REEL HEARTS,11,2010-12-05 11:40:00,16.77,17067,United Kingdom
536059,S0015,LANTERN CREAM,11,2010-12-05 11:40:00,5.02,17067,United Kingdom
536059,S0014,WOODEN PICTURE FRAME,4,2010-12-05 11:40:00,8.65,17067,United Kingdom
536059,S0010,PINK GIFT BAG,9,2010-12-05 11:40:00,7.43,17067,United Kingdom
536059,S0008,JUMBO BAG RED RETROSPOT,8,2010-12-05 11:40:00,3.35,17067,United Kingdom
536059,S0013,SCENTED CANDLE SET,6,2010-12-05 11:40:00,15.02,17067,United Kingdom
536059,S0009,RED RETROSPOT GIFT WRAP,5,2010-12-05 11:40:00,8.77,17067,United Kingdom
536060,S0012,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-12-06 00:29:00,12.02,17248,Spain
536060,S0013,SCENTED CANDLE SET,4,2010-12-06 00:29:00,15.02,17248,Spain
536060,S0015,LANTERN CREAM,10,2010-12-06 00:29:00,5.02,17248,Spain
536060,S0014,WOODEN PICTURE FRAME,5,2010-12-06 00:29:00,8.65,17248,Spain
536061,S0003,GLASS SUGAR BOWL,6,2010-12-06 12:17:00,12.92,13426,France
536061,S0000,VINTAGE TEA SET,5,2010-12-06 12:17:00,14.2,13426,France
536061,S0002,TEA TIME NAPKINS,2,2010-12-06 12:17:00,15.62,13426,France
536062,S0001,CERAMIC TEA CUP,5,2010-12-05 03:13:00,8.57,17724,United Kingdom
536062,S0000,VINTAGE TEA SET,6,2010-12-05 03:13:00,14.2,17724,United Kingdom
536063,S0011,RIBBON REEL HEARTS,8,2010-12-07 14:47:00,16.77,16825,United Kingdom
536063,S0010,PINK GIFT BAG,8,2010-12-07 14:47:00,7.43,16825,United Kingdom
536063,S0020,LUNCH BAG RED RETROSPOT,1,2010-12-07 14:47:00,13.94,16825,United Kingdom
536063,S0021,LUNCH BOX SPACEBOY,4,2010-12-07 14:47:00,7.16,16825,United Kingdom
536063,S0023,WATER BOTTLE RETROSPOT,11,2010-12-07 14:47:00,16.2,16825,United Kingdom
536063,S0009,RED RETROSPOT GIFT WRAP,3,2010-12-07 14:47:00,8.77,16825,United Kingdom
536064,S0007,PAPER BUNTING,10,2010-12-05 22:19:00,14.41,15802,United Kingdom
536064,S0005,CAKE TINS PANTRY DESIGN,8,2010-12-05 22:19:00,17.59,15802,United Kingdom
536065,S0010,PINK GIFT BAG,7,2010-12-07 13:04:00,7.43,13112,United Kingdom
536065,S0008,JUMBO BAG RED RETROSPOT,4,2010-12-07 13:04:00,3.35,13112,United Kingdom
536065,S0011,RIBBON REEL HEARTS,2,2010-12-07 13:04:00,16.77,13112,United Kingdom
536065,S0009,RED RETROSPOT GIFT WRAP,6,2010-12-07 13:04:00,8.77,13112,United Kingdom
536066,S0016,PARTY BUNTING,10,2010-12-07 19:34:00,10.52,14958,United Kingdom
536066,S0005,CAKE TINS PANTRY DESIGN,4,2010-12-07 19:34:00,17.59,14958,United Kingdom
536066,S0019,BALLOONS PASTEL,1,2010-12-07 19:34:00,11.81,14958,United Kingdom
536066,S0015,LANTERN CREAM,1,2010-12-07 19:34:00,5.02,14958,United Kingdom
536066,S0014,WOODEN PICTURE FRAME,11,2010-12-07 19:34:00,8.65,14958,United Kingdom
536066,S0012,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-07 19:34:00,12.02,14958,United Kingdom
536066,S0013,SCENTED CANDLE SET,8,2010-12-07 19:34:00,15.02,14958,United Kingdom
536067,S0010,PINK GIFT BAG,2,2010-12-06 09:43:00,7.43,13884,United Kingdom
536067,S0011,RIBBON REEL HEARTS,5,2010-12-06 09:43:00,16.77,13884,United Kingdom
536067,S0009,RED RETROSPOT GIFT WRAP,11,2010-12-06 09:43:00,8.77,13884,United Kingdom
536067,S0008,JUMBO BAG RED RETROSPOT,2,2010-12-06 09:43:00,3.35,13884,United Kingdom
536068,S0001,CERAMIC TEA CUP,7,2010-12-06 20:44:00,8.57,17073,Germany
536068,S0000,VINTAGE TEA SET,4,2010-12-06 20:44:00,14.2,17073,Germany
536069,S0013,SCENTED CANDLE SET,12,2010-12-07 06:14:00,15.02,13604,United Kingdom
536069,S0014,WOODEN PICTURE FRAME,6,2010-12-07 06:14:00,8.65,13604,United Kingdom
536070,S0001,CERAMIC TEA CUP,3,2010-12-05 23:07:00,8.57,18063,United Kingdom
